Brand	Outside model	Inside model	Furnace model	HSPF (Region IV)	Rated heating capacity (Btu/hour)	Grant amount	AHRI / Verification reference	AHRI Classification	Series name/product line (if applicable)	SEER	Rated cooling capacity (Btu/hour)	Coefficient of Performance (COP) at -15 °C (5 °F) (at maximum capacity)	Capacity Maintenance %  (Max -15°C/5°F ÷ Rated 8.3°C/47°F)
GREE	3VIR09HP115V1AO	3VIR09HP115V1AH		11.2	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206839102	HRCU-A-CB-O		26.5	9100	1.88	90
NOVAIR PLUS	09EVONVO	09EVONVI		11.2	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201786765	HRCU-A-CB-O		25	9000	1.86	99
BRYANT	38MAQB09R--3	619PEQ009BBMA		11.2	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8738646	HRCU-A-CB-O	Preferred Series	25	9000	1.98	100
CARRIER	38MAQB09R--3	40MAQB09B--3		11.2	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8738635	HRCU-A-CB-O		25	9000	1.98	100
DIRECT AIR	MOB30-09HFN1-MX0W	CS11M-09HRFN1-MX0W(A)		11.2	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8952869	HRCU-A-CB-O		25	9000	1.86	99
AMERICAN STANDARD	4TXK2509A10N0**	4MXW2509A10N0**		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207629144	HRCU-A-CB-O		25.3	9100	1.93	81
TRANE	4TXK2509A10N0**	4MXW2509A10N0**		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207629143	HRCU-A-CB-O		25.3	9100	1.93	81
GREE	3VIR09HP230V1AO	FLR09HP230V1BF		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207201626	HRCU-A-CB-O		19.5	9100	1.93	81
GREE	3VIR09HP230V1AO	3VIR09HP230V1AH		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206839101	HRCU-A-CB-O		25.3	9100	1.93	81
GREE	3VIR09HP230V1AO	DUCT09HP230V1BD		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207201625	HRCU-A-CB-O		21	9100	1.93	81
GREE	GWH09AGC-D3DNA1B/O	GTH(09)CA-D3DN***/I		11.2	11000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207168480	HRCU-A-CB-O		19.5	9100	1.93	81
SAMSUNG	AC012BXADCH	AC012BNNDCH		11.2	13500	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207465444	HRCU-A-CB-O	WindFree? Mini 4-Way Cassette	20.5	10800	1.85	86
FUJITSU	AOU15RLFF	AGU15RLF		11.2	18000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	6936997	HRCU-A-CB-O	Halcyon Single-room Mini-Split Systems Floor Mounted RLFFH Series	20.3	14200	1.86	102
RHEEM	ROSH15AFFJ	RIFH15AVFJ		11.2	18000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10595396	HRCU-A-CB-O	Rheem Single-room Mini-Split Systems Floor Mounted	20.3	14200	1.86	102
CARRIER	38MAQB24R--3	FM(C,U)4Z24**AL*		11.2	23200	$5,000	203380995	HRCU-A-CB	Performance Series	19.95	23000	2.14	122
PAYNE	38MAQB24R--3	FM(C,U)4Z24**AL*		11.2	23200	$5,000	203381006	HRCU-A-CB	Mid-tier	19.95	23000	2.14	122
BRYANT	38MAQB24R--3	FM(C,U)4Z24**AL*		11.2	23200	$5,000	203381000	HRCU-A-CB	Preferred Series	19.95	23000	2.14	122
AMERICAN STANDARD / MITSUBISHI ELECTRIC	ASUZH0241HA00NA	APKA0A0241KA70A		11.2	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204276764	HRCU-A-CB-O		19.5	24000	2	100
TRANE / MITSUBISHI ELECTRIC	TRUZH0241HA00NA	TPKA0A0241KA70A		11.2	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204276766	HRCU-A-CB-O		19.5	24000	2	100
MITSUBISHI ELECTRIC	PUZ-HA24NHA	PKA-A24KA7		11.2	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204276761	HRCU-A-CB-O	P-Series H2i	19.5	24000	2	100
FUJITSU	AOU36RGLX	AUU36RGLX		11.2	36000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202195637	HRCU-A-CB-O	Halcyon Multi-room Mini-Split Systems	17.5	36000	2.08	96
RHEEM	ROSH36VGSN	RICH36AXCJ		11.2	36000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202245794	HRCU-A-CB-O	Rheem Multi-room Mini-Split Systems	17.5	36000	2.08	96
DAIKIN	4MXL36TVJU			11.2	36600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202521824	HMSV-A-CB		21.7	34400	2	100
MITSUBISHI ELECTRIC	PUZ-HA36NKA	PLA-A18EA7PLA-A18EA7		11.2	38000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206223006	HRCU-A-CB-O	P-Series H2i	20	36000	2.09	100
MITSUBISHI ELECTRIC	PUZ-HA36NKA	PVA-A36AA7		11.2	38000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206223052	HRCU-A-CB	P-Series H2i	18.2	33000	2	100
FUJITSU	AOU36RLAVS4			11.2	42000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206347281	HMSV-A-CB	AIRSTAGE J-IVs Series	19.7	36000	2.96	76
FUJITSU	AOU36RLAVS			11.2	42000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	9962523	HMSV-A-CB	AIRSTAGE J-IIs Series	19.7	36000	2.96	75
LENNOX	SL25XPV-048-230A**	CR33-50/60+TDR+TXV	SL280DF110V60C*	11.2	43500	$5,000	207436582	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.9	81
LENNOX	SL25XPV-048-230A**	CHX35-60D-**-*+TDR	EL296UH135XV60D*	11.2	43500	$5,000	207436575	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.85	83
LENNOX	SL25XPV-048-230A**	CHX35-60D-**-*+TDR	SL280UH135V60D*	11.2	43500	$5,000	207436576	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.86	83
LENNOX	SL25XPV-048-230A**	CH35-60D+TDR+TXV	SLP99UH135XV60D*	11.2	43500	$5,000	207436559	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.86	83
LENNOX	SL25XPV-048-230A**	CHX35-60D-**-*+TDR	SLP99UH135XV60D*	11.2	43500	$5,000	207436577	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.86	83
LENNOX	SL25XPV-048-230A**	CH35-60D+TDR+TXV	SL280UH135V60D*	11.2	43500	$5,000	207436558	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.86	83
LENNOX	SL25XPV-048-230A**	CH35-60D+TDR+TXV	EL296UH135XV60D*	11.2	43500	$5,000	207436557	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	21	46500	1.85	83
LENNOX	SL25XPV-048-230A**	CBA38MV-048-230*+TDR		11.2	46000	$5,000	207436541	HRCU-A-CB	DAVE LENNOX SIGNATURE SL25XPV SERIES	22	47000	2.01	81
LG	LUU480HHV	LHN488HV		11.2	50000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205788772	HRCU-A-CB		18.7	46000	2.17	100
LG	LSU090HSV5	LAN090HSV5		11.3	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10567393	HRCU-A-CB-O	LG	23.5	9000	2.8	87
LG	LSU090HSV5	LSN090HSV5		11.3	10900	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10567394	HRCU-A-CB-O	LG	23.5	9000	2.8	87
SAMSUNG	AC009BXADCH	AC009BNLDCH		11.3	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207465440	HRCU-A-CB	Slim Duct	21.1	9000	1.85	97
GREE	3VIR12HP230V1AO	CAS12HP230V1BC		11.3	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	207201628	HRCU-A-CB-O		24	12000	2.01	83
RHEEM	ROSH12AFFHJ	RIFH12AVFJ		11.3	16000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10595386	HRCU-A-CB-O	Rheem Single-room Mini-Split Systems Floor Mounted	22.7	12010	1.89	93
FUJITSU	AOU12RLFFH	AGU12RLF		11.3	16000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	6937310	HRCU-A-CB-O	Halcyon Single-room Mini-Split Systems Floor Mounted RLFF Series	22.7	12010	1.89	93
DAIKIN	RXL15QMVJU*	FVXS15NVJU		11.3	18000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205663350	HRCU-A-CB-O	Aurora Series	20	15000	2.4	100
DAIKIN	RXL15QMVJU	FVXS15NVJU		11.3	18056	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8849445	HRCU-A-CB-O	Aurora Series	20	15000	2.4	99
MITSUBISHI ELECTRIC	NAXSPF18A112A*	MFZ-KJ18NA***		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629352	HRCU-A-CB-O	Nv Series	21	17000	2.05	100
MITSUBISHI ELECTRIC	NTXSPF18A112A*	MFZ-KJ18NA***		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629265	HRCU-A-CB-O	Nv Series	21	17000	2.05	100
MITSUBISHI ELECTRIC	MUFZ-KJ18NAHZ***	NTXFKS18A112A*		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629180	HRCU-A-CB-O	M-Series	21	17000	2.05	100
TRANE / MITSUBISHI ELECTRIC	NTXSPF18A112AA	NTXFKS18A112AA		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373719	HRCU-A-CB-O	M-Series H2i	21	18760	2.05	100
MITSUBISHI ELECTRIC	MUFZ-KJ18NAHZ	MFZ-KJ18NA		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754293	HRCU-A-CB-O	M-Series	21	17000	2.05	100
MITSUBISHI ELECTRIC	MUFZ-KJ18NAHZ***	NAXFKS18A112A*		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629575	HRCU-A-CB-O	M-Series	21	17000	2.05	100
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXSPF18A112AA	NAXFKS18A112AA		11.3	21000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373679	HRCU-A-CB-O	M-Series H2i	21	18760	2.05	100
FUJITSU	AOU18RLFC	ARU18RLF		11.3	21600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	5839957	HRCU-A-CB	Halcyon	19.7	18000	2.11	91
RHEEM	ROSH18AFCJ	RIDH18AVFJ		11.3	21600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10595403	HRCU-A-CB	Rheem	19.7	18000	2.11	91
MITSUBISHI ELECTRIC	PUZ-HA24NHA1	PLA-A12EA7PLA-A12EA7		11.3	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206223040	HRCU-A-CB-O	P-Series H2i	21.5	24000	2.05	100
MITSUBISHI ELECTRIC	PUZ-HA24NHA1	PLA-A24EA7		11.3	26000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206223004	HRCU-A-CB-O	P-Series H2i	21.5	24000	1.92	100
FUJITSU	AOU36RGLX	ARU36RGLX		11.3	36000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202537549	HRCU-A-CB	Halcyon Single-room Mini-Split Systems Slim	16.7	36000	1.93	91
MITSUBISHI ELECTRIC	MXZ-4C36NAHZ2			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204834292	HMSV-A-CB-O	M-Series H2i	20	36000	2	100
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXMPH36A142B*			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204834288	HMSV-A-CB-O	Nv Series Pro Heat	20	36000	2	100
TRANE / MITSUBISHI ELECTRIC	NTXMPH36A142B*			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204834284	HMSV-A-CB-O	Nv Series Pro Heat	20	36000	2	100
TRANE / MITSUBISHI ELECTRIC	NTXMPH36A142AA			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202354909	HMSV-A-CB	M-Series H2i	19.1	36000	2.42	100
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXMPH36A142AA			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202354897	HMSV-A-CB	M-Series H2i	19.1	36000	2.42	100
MITSUBISHI ELECTRIC	MXZ-4C36NAHZ			11.3	45000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754911	HRCU-A-CB-O	M-Series	19.1	36000	2.42	100
FUJITSU	AOU60RLAVM			11.3	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8693474	HMSV-A-CB	AIRSTAGE J-II Series	18.5	60000	2.99	70
MITSUBISHI ELECTRIC	PUMY-P60NKMU3			11.35	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204926542	HMSV-A-CB	S-Series	18.9	60000	1.95	86
TRANE / MITSUBISHI ELECTRIC	TUMYP0601AK43**			11.35	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204926550	HMSV-A-CB		18.9	60000	1.95	86
TRANE / MITSUBISHI ELECTRIC	TUMYP0601AK42**			11.35	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202850717	HMSV-A-CB		18.9	60000	1.95	86
MITSUBISHI ELECTRIC	PUMY-P60NKMU2			11.35	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202426339	HMSV-A-CB	S-Series	18.9	60000	1.95	86
DAIKIN	RXL12QMVJU	FVXS12NVJU		11.4	13000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8849451	HRCU-A-CB-O	Aurora Series	20	10200	2.19	100
DAIKIN	RXL12QMVJU9	FVXS12NVJU		11.4	13000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204717989	HRCU-A-CB	Aurora Series	20	10200	2.19	100
LG	LSU120HSV5	LSN120HSV5		11.4	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10570123	HRCU-A-CB-O	LG	22.7	12000	2.38	87
LG	LSU120HSV5	LAN120HSV5		11.4	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10570122	HRCU-A-CB-O	LG	22.7	12000	2.38	87
LG	LGU121HSV3	LGN121HSV3		11.4	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10570124	HRCU-A-CB-O		22.7	12000	2.38	87
FUJITSU	AOUH18LUAS1	ADUH18LUAS1		11.4	21600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206579742	HRCU-A-CB		20.2	17100	2.33	81
FUJITSU	AOU36RLAVM			11.4	42000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8693480	HMSV-A-CB	AIRSTAGE J-II Series	19	36000	2.8	90
LG	ARUM036GSS5			11.4	42000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205967238	HMSR-A-CB	MULTI V S HR/HP	18.3	36000	2.43	100
FUJITSU	AOU48RLAVM			11.4	54000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8693477	HMSV-A-CB	AIRSTAGE J-II Series	19.8	48000	3	76
MITSUBISHI ELECTRIC	PUMY-P60NKMU1			11.4	66000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754640	HRCU-A-CB-O	Mitsubishi Electric	18.6	60000	1.9	86
BOSCH	BMS500-AAS009-1CSXRA	BMS500-AAU009-1AHDXB		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	203991159	HRCU-A-CB	Bosch Climate 5000 ductless minisplit series	20.5	9000	1.84	77
MDV	MOX230-09HFN1-MW5W	MTIU-09HWFN1-M		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206330121	HRCU-A-CB		21	9000	2.17	76
MDV	MOBA30-09HFN1-MT0W	MTIU-09HWFN1-M		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	200059291	HRCU-A-CB		20.5	9000	1.84	77
MOOVAIR	DM09HOS23230E2	DM09HIDU230X5		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204005736	HRCU-A-CB		20.5	9000	1.84	77
MRCOOL	O-ES-09-HP-C-230	DUCT-09HP-230		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204469761	HRCU-A-CB		20.5	9000	1.84	77
COMFORTSTAR	CPP009CD(O)	CPA-09B		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	10595503	HRCU-A-CB		20.5	9000	1.84	77
ELIOS	DE09HOS23230E2	DE09HIDU230X5		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	203238492	HRCU-A-CB		20.5	9000	1.84	77
ELIOS	DE09HOS23230E2	DM09HIDU230X5		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205300166	HRCU-A-CB		20.5	9000	1.84	77
C&H	CH-09SPH-230VO	CH-09LCDTU/I		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204098420	HRCU-A-CB	Single Zone Sophia Duct 	20.5	9000	1.84	77
C&H	CH-09SPH-230VO	CH-M09DTUI		11.5	10000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	205263852	HRCU-A-CB		20.5	9000	1.84	77
DAY & NIGHT	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350408	HRCU-A-CB-O	Constant Comfort	23	12000	1.84	104
TEMPSTAR	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350463	HRCU-A-CB-O	QuietComfort	23	12000	1.84	104
ARCOAIRE	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350385	HRCU-A-CB	DuraComfort	21.5	12000	1.87	105
ARCOAIRE	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350386	HRCU-A-CB-O	DuraComfort	23	12000	1.84	104
AIRQUEST	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350484	HRCU-A-CB	QuietComfort	21.5	12000	1.87	105
AIRQUEST	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350485	HRCU-A-CB-O	QuietComfort	23	12000	1.84	104
MDV	MOX230-12HFN1-MV5W	MTIU-12HWFN1-M		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206330124	HRCU-A-CB		21.5	12000	2.51	87
TEMPSTAR	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350462	HRCU-A-CB	QuietComfort	21.5	12000	1.87	105
PAYNE	38MARBQ12AA3	40MBFQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350353	HRCU-A-CB-O	Mid-Tier	23	12000	1.84	104
WEATHERMAKER	38MARBQ12AA3	40MBFQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350364	HRCU-A-CB-O	Mid-Tier	23	12000	1.84	104
WEATHERMAKER	38MARBQ12AA3	40MBDQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350363	HRCU-A-CB	Mid-Tier	21.5	12000	1.87	105
PAYNE	38MARBQ12AA3	40MBDQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350352	HRCU-A-CB	Mid-Tier	21.5	12000	1.87	105
MIDEA	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350452	HRCU-A-CB-O	Excel	23	12000	1.84	104
MIDEA	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350451	HRCU-A-CB	Excel	21.5	12000	1.87	105
DAY & NIGHT	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350407	HRCU-A-CB	Constant Comfort	21.5	12000	1.87	105
COMFORTMAKER	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350397	HRCU-A-CB-O	QuietComfort	23	12000	1.84	104
COMFORTMAKER	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350396	HRCU-A-CB	QuietComfort	21.5	12000	1.87	105
KEEPRITE	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350430	HRCU-A-CB-O	ProComfort	23	12000	1.84	104
KEEPRITE	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350429	HRCU-A-CB	ProComfort	21.5	12000	1.87	105
MIDEA	38MARBQ12AA3	40MBFQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350375	HRCU-A-CB-O	Excel	23	12000	1.84	104
HEIL	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350419	HRCU-A-CB-O	QuietComfort	23	12000	1.84	104
HEIL	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350418	HRCU-A-CB	QuietComfort	21.5	12000	1.87	105
GREE	3VIR12HP230V1AO	3VIR12HP230V1AH		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206839099	HRCU-A-CB-O		25	12000	1.93	76
MIDEA	38MARBQ12AA3	40MBDQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350374	HRCU-A-CB	Excel	21.5	12000	1.87	105
CARRIER	38MARBQ12AA3	40MBDQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350330	HRCU-A-CB	Performance	21.5	12000	1.87	105
CARRIER	38MARBQ12AA3	40MBFQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350331	HRCU-A-CB-O	Performance	23	12000	1.84	104
BRYANT	38MARBQ12AA3	40MBDQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350341	HRCU-A-CB	Preferred	21.5	12000	1.87	105
BRYANT	38MARBQ12AA3	40MBFQ12--3		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350342	HRCU-A-CB-O	Preferred	23	12000	1.84	104
KENMORE	DLCSRBH12AAK	DLFSDAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350440	HRCU-A-CB	Mid-Tier	21.5	12000	1.87	105
KENMORE	DLCSRBH12AAK	DLFSFAH12XAK		11.5	12000	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206350441	HRCU-A-CB-O	Mid-Tier	23	12000	1.84	104
GREE	3VIR12HP115V1AO	3VIR12HP115V1AH		11.5	12100	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206839103	HRCU-A-CB-O		25	12100	1.93	76
MITSUBISHI ELECTRIC	NAXSPB12A112A*	MSZ-FH12NA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629346	HRCU-A-CB-O	Nv Series	26.1	12000	2.07	100
MITSUBISHI ELECTRIC	MUZ-FH12NAH	NAXWPH12A112A*		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629220	HRCU-A-CB-O	M-Series H2i	26.1	12000	2.07	100
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXSPB12A112AA	NAXWPH12A112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373687	HRCU-A-CB-O	M-Series H2i	26.1	12000	2.07	100
TRANE / MITSUBISHI ELECTRIC	NTXSPB12B112A*	NTXWPH12A112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206425205	HRCU-A-CB-O		26.1	12000	2.07	100
MITSUBISHI ELECTRIC	MUZ-FH12NAH	MSZ-FS12NA-U1		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206401403	HRCU-A-CB-O	M-Series H2i	26.1	12000	2.07	100
TRANE / MITSUBISHI ELECTRIC	NTXSPB12A112AA	NTXWPH12A112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	202373727	HRCU-A-CB-O	M-Series H2i	26.1	12000	2.07	100
MITSUBISHI ELECTRIC	MUZ-FH12NAH	MSZ-FH12NA**		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754299	HRCU-A-CB-O	M-Series	26.1	12000	2.07	100
LG	LAU120HYV	LAN120HYV		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	6233140	HRCU-A-CB-O	Prestige (Canada)	25.5	12000	2.74	100
MITSUBISHI ELECTRIC	MUZ-FS12NAH-U1	MSZ-FH12NA-U1		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206425182	HRCU-A-CB-O		26.1	12000	2.07	100
TRANE / MITSUBISHI ELECTRIC	NTXSPB12A112A*	NTXWPH12B112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206401409	HRCU-A-CB-O	Nv Series Pro	26.1	12000	2.07	100
MITSUBISHI ELECTRIC	MUZ-FH12NAH	NTXWPH12A112A*		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629175	HRCU-A-CB-O	M-Series H2i	26.1	12000	2.07	100
MITSUBISHI ELECTRIC	NTXSPB12A112A*	MSZ-FH12NA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	204629259	HRCU-A-CB-O	Nv Series	26.1	12000	2.07	100
SAMSUNG	AR12KSWDHWKX	AR12KSWDHWKN		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	8677406	HRCU-A-CB-O	Smart Pearl Series	26.1	12000	1.83	88
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXSPB12A112A*	NAXWPH12B112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206401406	HRCU-A-CB-O	Nv Series Pro	26.1	12000	2.07	100
AMERICAN STANDARD / MITSUBISHI ELECTRIC	NAXSPB12B112A*	NAXWPH12A112AA		11.5	13600	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	206425202	HRCU-A-CB-O		26.1	12000	2.07	100
MITSUBISHI ELECTRIC	MUZ-GL12NAH-U1	MSZ-GL12NA-U1		11.5	14400	$2,500:  2 indoor heads; $5,000:  >=3 indoor heads	201754310	HRCU-A-CB-O	M-Series	23.1	12000	2.6	70
